State,County,Pop 2000,Total,,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Unknown,Nonroad,Transport
IN,Orange County,19306,3.1453776123,,0.0956706765,0.6483300945,0.3587191086,0,1.6739075094,0,0.041512485,0.1043491819,0.2228885564,2.0426577327
IN,Owen County,21786,3.3563586481,,0.0523216839,0.3372522572,0.3390412075,0,2.4281779294,0,0,0,0.1995655701,2.6277434995
IN,Parke County,17241,2.7660332459,,0.0631922711,0.5007089361,0.3787347837,0,1.4937775292,0,0,0,0.3296197258,1.823397255
IN,Perry County,18899,4.2786721526,,0.1464840655,0.5524335117,0.4147854105,0,2.9715614256,0,0.0067859328,0.0170577555,0.169564051,3.1649691649
IN,Pike County,12837,295.4422618092,,0.0466410554,0.0912450751,0.3932136902,292.7032408253,1.9294616473,0,0,0,0.2784595159,2.2079211632
IN,Porter County,146798,46.5235068185,,0.2006933722,38.2680416532,0.4976853646,5.6746494018,1.6007136126,0,0.0279198166,0.0701816062,0.1836219914,1.8824370267
IN,Posey County,27061,44.4347595633,,0.1567858808,8.3078494821,0.3789232949,32.1021794815,3.138181388,0,0,0,0.3508400361,3.4890214241
IN,Pulaski County,13755,3.8535388555,,0.098718155,0.416145046,0.4594312233,0,1.95010597,0,0.0604603105,0.1519780792,0.7167000715,2.8792444313
IN,Putnam County,36019,9.2625133283,,0.0889776592,0.4126625711,0.3337117636,0,3.0598883889,4.8346443942,0.0846246738,0.2127197812,0.2352840962,3.5925169401
IN,Randolph County,27401,3.8738147092,,0.0793616097,0.6362567876,0.4010419376,0,1.9133453618,0,0.0226929042,0.0570429504,0.7640731579,2.7571543743
IN,Ripley County,26523,4.1756515242,,0.1311188405,0.8103159123,0.348335605,0,2.6160658414,0,0,0,0.269815325,2.8858811664
IN,Rush County,18261,3.4690756962,,0.0943269086,0.7072271059,0.4228087253,0,1.8149510742,0,0,0,0.4297618822,2.2447129563
IN,St. Joseph County,265559,2.8745005794,,0.4795487899,0.4713100325,0.4925308619,0,1.1358119948,0,0.0453894974,0.1140948778,0.1358145251,1.4311108951
IN,Scott County,22960,4.0361818845,,0.1042062493,0.8821999581,0.2934184176,0,2.5765975009,0,0,0,0.1797597587,2.7563572596
IN,Shelby County,43445,4.7120143059,,0.1126278162,1.2468429805,0.4137528042,0,2.4104440078,0,0.0736789261,0.1852055748,0.2694621964,2.9387907051
IN,Spencer County,20391,209.3212665325,,0.0969025999,0.8856383631,0.3814882145,204.4648949889,3.1710781165,0,0,0,0.3212642496,3.4923423661
IN,Starke County,23556,3.1033711952,,0.0676507407,0.3528452463,0.4837803696,0,1.6807095246,0,0.0744098087,0.1870426593,0.2569328461,2.1990948386
IN,Steuben County,33214,6.1975876225,,0.2067280307,1.1172399694,0.4764256037,0,3.8262699141,0,0.0637560031,0.1602624299,0.3469056716,4.3971940187
IN,Sullivan County,21751,92.3168575472,,0.0632427397,0.3038857655,0.3802054258,89.3701847338,1.6309025674,0,0.0762489402,0.1916657066,0.3005216682,2.1993388824
IN,Switzerland County,9065,2.560763737,,0.0317387468,0.0933162261,0.3129229757,0,1.823347101,0,0,0,0.2994386874,2.1227857884
IN,Tippecanoe County,148955,5.0062241469,,0.3258510459,1.778736251,0.3936782219,0.6901663646,1.2922594669,0,0.0958528491,0.2409438395,0.1887361081,1.8177922636
IN,Tipton County,16577,2.9851085029,,0.0928268181,0.3285629562,0.4452056235,0,1.7734600447,0,0,0,0.3450530605,2.1185131052
IN,Union County,7349,3.4769917335,,0.0740155865,0.0504991571,0.4779152938,0,2.375380154,0,0,0,0.4991815421,2.8745616961
IN,Vanderburgh County,171922,3.2679454304,,0.4164243998,0.654445795,0.4351613988,0.0037839658,1.3091739096,0,0.0831643401,0.2090489333,0.156742688,1.758129871
IN,Vermillion County,16788,91.8654259838,,0.0798274727,2.7131122267,0.4091733494,85.6940305289,2.5788193248,0,0.026936158,0.0677087198,0.2958182034,2.969282406
IN,Vigo County,105848,20.9590824517,,0.3426537034,3.9187592222,0.4005808796,13.9672273784,1.8254886202,0,0.1039303646,0.2612481547,0.1391941285,2.329861268
IN,Wabash County,34960,5.0625713944,,0.1471087178,2.3032889153,0.4254919482,0.0114071996,1.7547655788,0,0.0369034759,0.0927636182,0.2908419407,2.1752746136
IN,Warren County,8419,3.8304312124,,0.0130159599,0.2251773323,0.4266406387,0.0628695016,2.4376773865,0,0,0,0.6650503935,3.10272778
IN,Warrick County,52383,59.0955248529,,0.0767731048,13.8235062894,0.3739158584,42.3085008669,2.3253630866,0,0,0,0.1874656469,2.5128287335
IN,Washington County,27223,2.8700585156,,0.0605506935,0.5662255214,0.2808413122,0,1.6278748208,0,0.0317900423,0.079910236,0.2228658895,1.9624409885
IN,Wayne County,71097,6.6662292258,,0.2657890905,0.7680452681,0.478416939,2.7052168206,2.0323197094,0,0.070920174,0.1782709791,0.167250245,2.4487611075
IN,Wells County,27600,3.6890844799,,0.1802514645,0.651283303,0.424633343,0.5769622396,1.5198934217,0,0,0,0.3360607081,1.8559541298
IN,White County,25267,4.7706394364,,0.1298852265,0.7992268129,0.4952205775,0,2.733588474,0,0.0458189338,0.1151743409,0.4517250708,3.3463068195
IN,Whitley County,30707,3.9522218326,,0.134191751,0.9919281759,0.4027773204,0,2.089979694,0,0,0,0.3333448913,2.4233245853
IA,Adair County,8243,7.168606754,,0.154114022,0.4391652206,0.5866577919,0,4.7447467843,0,0.0574361371,0.1443764271,1.0421103709,5.9886697194
IA,Adams County,4482,3.6908707461,,0.1675344168,0.0756499609,0.6352175804,0,1.7470626138,0,0,0,1.0654061742,2.8124687881
IA,Allamakee County,14675,29.7045537817,,0.1960645219,0.7214653733,0.5587219559,26.4086127389,1.2055177717,0,0,0,0.61417142,1.8196891917
IA,Appanoose County,13721,2.9955172483,,0.1493563211,0.573407208,0.5047397184,0.0321682627,1.2350503667,0,0.0191695648,0.048186092,0.4334397145,1.735845738
IA,Audubon County,6830,3.429940112,,0.1378496935,0.2209191605,0.6083301073,0,1.2705520346,0,0.0423793444,0.1065278247,1.043381947,2.4628411507
IA,Benton County,25308,3.191855051,,0.123405435,0.1736011267,0.5360181486,0,1.7387163666,0,0.0331472509,0.083321763,0.5036449601,2.3588303407
IA,Black Hawk County,128012,3.2689847654,,0.2932409134,0.6710402387,0.4830912544,0.1322669468,1.3476493396,0,0.049853967,0.125317145,0.1665249605,1.6893454122
IA,Boone County,26224,3.3503319867,,0.1890922443,0.5769882628,0.5466426418,0,1.4672078794,0,0.040119829,0.1008486243,0.4294325051,2.0376088379
IA,Bremer County,23325,3.2851450899,,0.2214705228,0.4938674525,0.5448677485,0,1.4995022651,0,0.022553106,0.056691411,0.4461925839,2.024939366
IA,Buchanan County,21093,3.6597272753,,0.1578457645,0.4307100133,0.6021214895,0,1.7943896429,0,0.028675462,0.0720811577,0.5739037453,2.469050008
IA,Buena Vista County,20411,3.5764197257,,0.223625581,0.9190895183,0.4916225236,0,1.2232974118,0,0.0335065904,0.0842250212,0.6010530795,1.9420821029
IA,Butler County,15305,2.9517399821,,0.0993412981,0.169420947,0.5699021658,0,1.4050551886,0,0,0,0.7080203827,2.1130755713
IA,Calhoun County,11115,3.5259224439,,0.1843518135,0.084416896,0.5815070091,0,1.5346390117,0,0.0486996772,0.1224154441,0.9698925923,2.6756467253
IA,Carroll County,21421,3.5682277875,,0.3484018425,0.6498182608,0.5386205976,0,1.3457355421,0,0.0311700717,0.0783518946,0.5761295782,2.0313870866
IA,Cass County,14684,4.9794877227,,0.2415659635,0.4628364356,0.5974417994,0,2.875294731,0,0.0423933771,0.1065634251,0.6533919909,3.6776435242
IA,Cedar County,18187,5.0914927882,,0.1407643667,0.3224465961,0.5860818846,0,3.4494183087,0,0,0,0.5927816321,4.0421999408
IA,Cerro Gordo County,46447,9.3663038287,,0.3447588736,0.6385224208,0.5499047991,0.036486482,1.7785384584,5.0400565474,0.1057351206,0.2657846638,0.6065164631,2.7565747058
IA,Cherokee County,13035,3.7279018697,,0.2137818656,0.4568582136,0.5640698137,0,1.3856766966,0,0.1032482082,0.2595334612,0.7447336107,2.4931919767
IA,Chickasaw County,13095,3.6371782815,,0.1688094871,0.4875297233,0.643494897,0,1.6298905781,0,0,0,0.707453596,2.337344174
IA,Clarke County,9133,5.1107188639,,0.2310653227,0.9287948241,0.5110792307,0,2.86434864,0,0.046173198,0.1160650405,0.4131926079,3.4397794864
IA,Clay County,17372,5.0421650083,,0.333400592,0.5229660552,0.5219184329,0.4874113821,1.5992637277,0,0.2440767747,0.6135321534,0.7195958903,3.1764685462
IA,Clayton County,18678,3.4347031513,,0.1745133159,0.4195321333,0.5839260079,0,1.6176722707,0,0,0,0.6390594235,2.2567316942
IA,Clinton County,50149,9.723369868,,0.2272066208,0.6247662984,0.6054252767,6.653166726,1.2402935903,0,0.0161429287,0.0405781911,0.315790236,1.6128049461
IA,Crawford County,16942,3.9138252272,,0.1919125124,0.7783515388,0.4860971718,0,1.5934312085,0,0.028549377,0.0717642951,0.7637191237,2.4574640042
IA,Dallas County,40750,3.4919180891,,0.1363246392,0.3822563197,0.5085705459,0,2.0465534394,0,0.0116183087,0.0292047825,0.3773900537,2.4647665843
IA,Davis County,8541,2.9837550907,,0.1345111586,0.2286225821,0.4857453418,0,1.5233133093,0,0.0123182578,0.0309641198,0.5682803213,2.1348760082
IA,Decatur County,8689,4.3478300639,,0.2157160634,0.1393608225,0.5126043197,0,2.9732958674,0,0.0237473701,0.059693448,0.4234121727,3.4801488582
IA,Delaware County,18404,3.5245478803,,0.152560086,0.5060421614,0.5641022248,0,1.7139713814,0,0,0,0.5878720267,2.3018434082
IA,Des Moines County,42351,12.0685353788,,0.264070401,1.0350059264,0.5416659368,8.6586614699,1.121652634,0,0.041100117,0.1033126893,0.3030662042,1.5691316446
IA,Dickinson County,16424,4.1755741148,,0.2554033323,0.9310553455,0.5581889984,0,1.603048564,0,0,0,0.8278778745,2.4309264385
IA,Dubuque County,89143,4.5429219847,,0.3669923044,0.7437697697,0.515277823,1.2791729918,1.1667474443,0,0.0742984533,0.1867629153,0.2099002829,1.6377090959
IA,Emmet County,11027,3.5790506756,,0.2063883684,0.554238627,0.5863781007,0,1.1982259478,0,0.0581752883,0.1462344708,0.8294098728,2.2320455796
IA,Fayette County,22008,3.1410449409,,0.229602223,0.3445305465,0.5846098426,0,1.3213595282,0,0.0313759867,0.0788694717,0.5506973422,1.9823023288
IA,Floyd County,16900,3.438535977,,0.1869878224,0.3620131123,0.569715965,0.0023442763,1.5854560497,0,0.037958515,0.0954158289,0.5986444073,2.317474801
IA,Franklin County,10704,5.7582246873,,0.1728712575,0.4797511774,0.5961635557,0,3.2950516461,0,0.0393162331,0.0988287196,1.0762420979,4.5094386967
IA,Fremont County,8010,6.0263115488,,0.1394292135,0.1812508688,0.6216825509,0,3.5869782247,0,0.0987259071,0.2481657092,1.1500790747,5.0839489156
IA,Greene County,10366,3.9333679264,,0.1811106039,0.2935669519,0.579447475,0,1.6341557819,0,0.0583495582,0.1466725699,1.0400649855,2.8792428956
IA,Grundy County,12369,3.8634080744,,0.1421692343,0.2890823957,0.60181909,0,1.9760918826,0,0,0,0.8542454718,2.8303373543
IA,Guthrie County,11353,2.9249486062,,0.1300786224,0.102750588,0.5723433838,0,1.3393287409,0,0.0173239438,0.0435468638,0.7195764635,2.119776012
IA,Hamilton County,16438,5.899971563,,0.1782463704,1.0637079779,0.6080763538,0,3.1969474505,0,0.0294247198,0.0739646361,0.7496040544,4.0499408608
IA,Hancock County,12100,4.9539090704,,0.1481597101,1.5389513782,0.5861249818,0,1.5626938457,0,0.04648627,0.116851815,0.9546410696,2.6806730002
IA,Hardin County,18812,3.4365980144,,0.254639044,0.5109064223,0.5581969124,0,1.4061583148,0,0.0404070019,0.1015703557,0.5647199633,2.1128556357
IA,Harrison County,15666,4.1853263384,,0.155712588,0.1145263564,0.517284516,0,2.5897940485,0,0,0,0.8080088296,3.397802878
IA,Henry County,20336,3.5334067182,,0.2340806584,0.8595049134,0.5023730425,0,1.4544933306,0,0.0193957042,0.0487546391,0.41480443,1.9374481039
IA,Howard County,9932,4.2132640635,,0.1725054017,1.0008902951,0.6374419267,0,1.5009247625,0,0,0,0.9015016774,2.40242644
IA,Humboldt County,10381,4.1491254424,,0.1757719832,0.7059854878,0.5824633069,0,1.6162301727,0,0.0278605916,0.0700327322,0.9707811678,2.6849046644
IA,Ida County,7837,4.2837775751,,0.2075701002,0.9901675783,0.5394194671,0,1.5144850863,0,0,0,1.0321353432,2.5466204295
IA,Iowa County,15671,7.4692367935,,0.2296482883,2.1931070321,0.5727906496,0,3.8420758237,0,0,0,0.6316149997,4.4736908234
IA,Jackson County,20296,2.9483762705,,0.1609364605,0.4154495736,0.5850793607,0,1.3335082698,0,0.0029092709,0.007312936,0.443180399,1.7869108757
IA,Jasper County,37213,4.5573145153,,0.193953868,0.7657943255,0.5338614129,0,2.6060257696,0,0.016528874,0.0415483631,0.3996019023,3.0637049089
IA,Jefferson County,16181,3.2590871013,,0.3155723211,0.6456973147,0.5500435039,0,1.1359309563,0,0.0607703372,0.1527575289,0.3983151392,1.7477739616
IA,Johnson County,111006,3.0159166025,,0.3509430399,0.276595523,0.5470056352,0.000164724,1.5651737287,0,0.0151518481,0.0380869456,0.222795158,1.8412076804
IA,Jones County,20221,2.9631378722,,0.151725712,0.2727682103,0.5605835838,0,1.4424367541,0,0.0234135838,0.0588544033,0.453355625,1.9780603662
IA,Keokuk County,11400,3.026613025,,0.1009561433,0.1368067061,0.589466497,0,1.5325104445,0,0,0,0.6668732341,2.1993836786
IA,Kossuth County,17163,4.0360677948,,0.2169377998,0.4665382746,0.6186523675,0,1.5044120565,0,0.0275852752,0.0693407265,1.1326012948,2.733939353
IA,Lee County,38052,3.1766005428,,0.2139928767,0.8547065021,0.4515817067,0,1.2293522389,0,0.0351620129,0.0883862692,0.3034189364,1.6563194573
IA,Linn County,191701,5.925904846,,0.358637136,0.6747560419,0.5152019828,2.6505109684,1.291887509,0,0.0758339317,0.1906226023,0.1684546739,1.7267987169
IA,Louisa County,12183,117.7328831456,,0.0916291334,0.7243727792,0.5104714805,114.5381285795,1.2874405073,0,0,0,0.5808406656,1.8682811729
IA,Lucas County,9422,3.0058295211,,0.1475621359,0.2249145116,0.5547404247,0,1.5159047893,0,0.0614154445,0.1543790528,0.3469131622,2.0786124489
IA,Lyon County,11763,3.3174382105,,0.1628416839,0.2215138348,0.5738834542,0,1.417189247,0,0,0,0.9420099905,2.3591992375
IA,Madison County,14019,2.8727416159,,0.1357781985,0.2396823006,0.5523930345,0,1.3569730614,0,0.0407098845,0.1023317933,0.444873343,1.9448880823
IA,Mahaska County,22335,3.0568044543,,0.2050472543,0.2631303286,0.533447057,0,1.4985025378,0,0.0334322428,0.0840381489,0.4392068849,2.0551798144
IA,Marion County,32052,5.44671623,,0.2643736543,1.6836569665,0.5238661606,1.1751344401,1.2781511786,0,0.0429917191,0.1080676328,0.370474478,1.7996850085
IA,Marshall County,39311,11.533013369,,0.2096387424,0.8761989819,0.5319380546,8.1761566274,1.3383229445,0,0.0208847258,0.0524975574,0.327375735,1.7390809628
IA,Mills County,14547,3.5528332395,,0.176638138,0.0230982757,0.5352068932,0,2.2992972483,0,0,0,0.5185926842,2.8178899326
IA,Mitchell County,10874,3.5657506164,,0.1622243244,0.57719558,0.6228155052,0,1.308452359,0,0,0,0.8950628479,2.2035152068
IA,Monona County,10020,5.1365887806,,0.2183314494,0.078456891,0.5928349457,0,3.0603497079,0,0.0168000383,0.0422300445,1.1275857038,4.2469654945
IA,Monroe County,8016,3.6930123878,,0.1622109106,0.714179159,0.564898192,0,1.6491576034,0,0.0393750897,0.0989768048,0.4642146284,2.2517241262
IA,Montgomery County,11771,3.0914243742,,0.2637844586,0.3236966785,0.5493874672,0,1.2470180774,0,0.035752354,0.0898702417,0.5819150968,1.9545557699
IA,Muscatine County,41722,15.6784184224,,0.1929608445,1.1878240767,0.5075283536,12.1358517899,1.2860017823,0,0.0216797973,0.0544961622,0.292075616,1.6542533577
IA,O'Brien County,15102,3.9131536698,,0.330276065,0.3123692057,0.4858862962,0.5301916215,1.2980117661,0,0.037245654,0.0936238221,0.8255492393,2.2544304815
IA,Osceola County,7003,4.2140642494,,0.1504425006,0.4843360398,0.6094832985,0,1.6425423812,0,0,0,1.3272600293,2.9698024105
IA,Page County,16976,3.4283085988,,0.2050501427,0.8305705865,0.5471537631,0,1.1681596637,0,0.0355539133,0.0893713926,0.552449137,1.8455341066
IA,Palo Alto County,10147,4.0453499853,,0.1906924368,0.553869974,0.5756442224,0,1.4657031359,0,0.0362901191,0.0912220697,1.1319280275,2.7251433521
IA,Plymouth County,24849,3.3855446229,,0.2171868973,0.4401060251,0.4867531264,0,1.506575787,0,0.0211699142,0.0532145021,0.6605383709,2.2414985741
IA,Pocahontas County,8662,4.4025312071,,0.1504199615,0.4332919875,0.5950586043,0,1.7063431904,0,0.0637550682,0.1602598893,1.2934025058,3.2237606538
IA,Polk County,374601,3.1792954458,,0.4798637134,0.3025716655,0.4737753748,0.0054202028,1.4899136909,0,0.0660349925,0.1659911451,0.1957246608,1.9176644893
IA,Pottawattamie County,87704,22.1053221572,,0.2596041035,0.3198681545,0.5185177304,18.1234842089,2.1054812558,0,0.0375777468,0.0944585927,0.6463303645,2.8838479599
IA,Poweshiek County,18815,5.0237018619,,0.3391448766,0.5960747716,0.5148229765,0.0006167343,3.0199291436,0,0.0125759066,0.0316118798,0.5089255729,3.5730425029
IA,Ringgold County,5469,3.2520837872,,0.1390608488,0.1796804827,0.5708483342,0,1.575546096,0,0,0,0.7869480255,2.3624941215
IA,Sac County,11529,3.6505007092,,0.1772711458,0.1215283958,0.644300945,0,1.6258631141,0,0.0456285192,0.1146957379,0.9212128513,2.7074002225
IA,Scott County,158668,5.1183731382,,0.3247471458,0.5263873482,0.5130676865,1.2103639651,1.4110962356,0.884139498,0.0193855091,0.0487290473,0.1804567027,1.6596674948
IA,Shelby County,13173,3.2405610044,,0.2905795535,0.1169495924,0.5132854117,0,1.3259938117,0,0.0546799686,0.1374484329,0.8016242337,2.3197464469
IA,Sioux County,31589,3.3422185256,,0.2691072083,0.795764287,0.4220304973,0,1.2251295063,0,0.0074569475,0.0187442993,0.6039857799,1.855316533
IA,Story County,79981,4.4016568579,,0.2491221111,0.2954266663,0.4665550452,1.6561330261,1.3408219244,0,0.0326122863,0.0819769956,0.279008803,1.7344200093
IA,Tama County,18103,3.2269874778,,0.1909894349,0.1607456632,0.5844485657,0,1.6342137558,0,0,0,0.656590058,2.2908038139
IA,Taylor County,6958,2.9127973725,,0.1033682271,0.3045623065,0.580891463,0,1.1123615509,0,0,0,0.8116138251,1.9239753759
IA,Union County,12309,3.1684402971,,0.2604889016,0.4712761406,0.5547263062,0,1.3907839914,0,0.0222002653,0.0558044657,0.4131602265,1.8819489488
IA,Van Buren County,7809,3.3756784128,,0.1004333368,0.5707383206,0.5940048615,0,1.4412679412,0,0,0,0.6692339527,2.1105018939
IA,Wapello County,36051,40.9784023297,,0.2246468601,0.5910555876,0.554738713,38.1327859077,1.2016541993,0,0.0227397075,0.0571604534,0.1936209011,1.4751752612
IA,Warren County,40671,2.8436968985,,0.1626136687,0.0434907086,0.4902020092,0,1.9377122364,0,0,0,0.2096782755,2.147390512
IA,Washington County,20670,3.4362725415,,0.1827657341,0.394436978,0.5644189642,0,1.7731744592,0,0.0165372966,0.0415695243,0.4633695851,2.2946508653
IA,Wayne County,6730,3.4123047363,,0.1368179166,0.4116645819,0.5811050061,0,1.502575819,0,0,0,0.7801414127,2.2827172316
IA,Webster County,40235,3.0615339533,,0.2770112582,0.3351510737,0.5398044168,0,1.3345560135,0,0.0529745468,0.1331613197,0.3888753246,1.9095672046
IA,Winnebago County,11723,5.1079298339,,0.2000106233,2.3670907723,0.6124544318,0,1.0683362568,0,0,0,0.8600377498,1.9283740066
IA,Winneshiek County,21310,3.5114193335,,0.3061180433,0.5991742588,0.5170032197,0,1.4431949702,0,0.0347614253,0.0873793175,0.5237880987,2.0891238117
IA,Woodbury County,103877,28.7515293892,,0.319792511,0.4215481505,0.4800505929,25.9051019958,1.2231857627,0,0.0580103456,0.1458197592,0.1980202715,1.625036139
IA,Worth County,7909,5.2941860181,,0.108400125,0.2645266884,0.6307479711,0,3.2043098456,0,0,0,1.0862013879,4.2905112335
IA,Wright County,14334,6.6722398211,,0.2037985972,3.4085584034,0.5610760469,0,1.6116406119,0,0.0124778434,0.0313655135,0.8433228048,2.4988067736
KS,Allen County,14385,11.5520918413,,0.1655987583,1.3778278399,0.4719531829,0.000204702,1.5279457183,7.4586415491,0.0302716002,0.0760930806,0.44355541,2.0778658091
KS,Anderson County,8110,3.5296220112,,0.2082664269,0.456873579,0.5052036069,0,1.4128604408,0,0.0389187076,0.0978296014,0.8096696486,2.3592783984
KS,Atchison County,16774,4.9651672628,,0.1972391239,2.5529052531,0.4702626973,0,1.2145838199,0,0.0517394253,0.1300565893,0.3483803541,1.7447601886
KS,Barber County,5307,9.3259671722,,0.1574437146,6.2383984581,0.557985223,0,1.2744675702,0,0,0,1.0976722063,2.3721397765
KS,Barton County,28205,3.6705863795,,0.2190250173,0.5453000993,0.5367666919,0.5955138766,1.1266137112,0,0.0377960943,0.0950075181,0.5145633706,1.7739806943
KS,Bourbon County,15379,3.4896546781,,0.2463771199,0.8394726209,0.4907276006,0,1.4563780362,0,0.0331542199,0.0833392735,0.3402058072,1.9130773368
KS,Brown County,10724,3.6043870205,,0.2090293325,0.2353560385,0.5660065522,0.0367157957,1.587426898,0,0.0425465215,0.1069485023,0.8203573798,2.5572793016
KS,Butler County,59482,5.2307481937,,0.1133266814,2.1914246334,0.4204923811,0,2.001884829,0,0.0755880331,0.1900045079,0.2380271278,2.5055044978
KS,Chase County,3030,9.8242156263,,0.0847872591,0.1782987538,0.5785685474,0,8.1833475502,0,0,0,0.7992135157,8.9825610659
KS,Chautauqua County,4359,3.2075173536,,0.0960508219,0.0182533024,0.5304006403,0,2.2577068486,0,0,0,0.3051057403,2.5628125889
KS,Cherokee County,22605,10.4878275439,,0.0828755553,1.0127420957,0.4270523348,7.3892482508,1.213849022,0,0.0028495657,0.0071629993,0.3520477203,1.5759093072
KS,Cheyenne County,3165,4.9556184963,,0.1492347741,0.6941880701,0.6086518436,0.0033227693,1.3123317654,0,0.1408099917,0.3539510628,1.6931282193,3.5002210392
KS,Clark County,2390,5.558093516,,0.1611611328,1.0962046329,0.5666590452,0.0091524917,2.3297935719,0,0.1122985224,0.2822835223,1.0005405968,3.7249162135
KS,Clay County,8822,4.7356827651,,0.1889104888,1.8026473116,0.5379160736,0,1.1755112976,0,0.0417406301,0.1049229586,0.8840340048,2.2062088911
KS,Cloud County,10268,3.8268515896,,0.2471107335,1.0561519655,0.5286430411,0,1.1084457867,0,0.0394106454,0.099066044,0.7480233733,1.9949458495
KS,Coffey County,8865,4.9032205182,,0.1518460801,0.1352136595,0.5175702303,0.0090298498,3.024555922,0,0.071208284,0.1789951167,0.8148013759,4.0895606986
KS,Comanche County,1967,3.8166111538,,0.1764384889,0.337889184,0.6207989292,0,1.3421428383,0,0,0,1.3393417134,2.6814845517
KS,Cowley County,36291,4.1144480277,,0.1918867446,1.9277264978,0.4684446166,0.0202551357,1.1579634683,0,0.0162269925,0.0407895962,0.2911549761,1.506135033
KS,Crawford County,38242,3.0004423337,,0.23373771,0.7438421733,0.4878862057,0,1.2013139198,0,0.0252959335,0.0635859141,0.2447804773,1.5349762447
KS,Decatur County,3472,5.1187736725,,0.1785252533,0.0316063684,0.6286499323,3.02886676965107E-005,2.2950429056,0,0.169612265,0.4263523143,1.3889543449,4.2799618299
KS,Dickinson County,19344,5.8236690814,,0.1518921018,0.9893356799,0.5444951427,0.0043422442,2.8471954297,0,0.2046425163,0.5144067024,0.5673592646,4.1336039129
KS,Doniphan County,8249,4.2977601093,,0.0878853888,0.8958309408,0.517966613,0,2.1949222768,0,0,0,0.6011548898,2.7960771667
KS,Douglas County,99962,15.4002792591,,0.2694210861,0.5546707444,0.449878253,12.9111835355,1.0265885022,0,0.0138873577,0.0349084166,0.1397413636,1.2151256401
KS,Edwards County,3449,5.3822157944,,0.1372395981,0.5248514574,0.5728985073,0,2.2630297959,0,0,0,1.8841964358,4.1472262317
KS,Elk County,3261,2.6778604548,,0.0616382915,0.1463958517,0.5221062362,0,1.279866013,0,0,0,0.6678540625,1.9477200755
KS,Ellis County,27507,3.8167413248,,0.3122950412,0.3794150936,0.4614472952,0,1.9740237949,0,0.1146823935,0.2882752262,0.2866024802,2.6635838947
KS,Ellsworth County,6525,19.2033104081,,0.1582478964,11.915581982,0.5065345361,0,4.5837920487,0,0.3348434176,0.8416906009,0.8626199264,6.6229459936
KS,Finney County,40523,21.1878398862,,0.1922773869,1.7509631225,0.4166311357,17.2597853598,0.8542921501,0,0.0911779558,0.2291926778,0.3935200976,1.5681828813
KS,Ford County,32458,6.3501908993,,0.5409254331,2.1465349584,0.4387127099,1.6506205591,0.9767600684,0,0.0692823911,0.174154109,0.3532006702,1.5733972388
KS,Franklin County,24784,4.2384223886,,0.149995448,0.4372397973,0.4761683055,0.0367821984,2.6953240225,0,0.0350176372,0.0880232904,0.3198716894,3.1382366394
KS,Geary County,27947,2.8465815972,,0.1677324206,0.2462116403,0.3947253125,0,1.7410566675,0,0.0212668946,0.0534581542,0.2221305076,2.0379122239
KS,Gove County,3068,16.8186239803,,0.1918867494,0.3109095417,0.5657395769,0,13.3181026464,0,0,0,2.431985466,15.7500881123
KS,Graham County,2946,4.1428620442,,0.1860312284,0.027008196,0.6003461747,0.0604651133,1.2852004042,0,0.0585306755,0.1471274935,1.7781527587,3.2690113318
KS,Grant County,7909,20.7201227674,,0.133600339,18.3540002359,0.463275136,0,0.5957343927,0,0.1409716756,0.3543586291,0.6781823592,1.7692470565
KS,Gray County,5904,4.870270746,,0.1397333981,0.1671622907,0.4734651727,0,2.3947744909,0,0.0636434377,0.1599797875,1.4715121683,4.0899098844
KS,Greeley County,1534,10.8359472591,,0.2215952371,5.8180063132,0.6307201209,0,1.2766073335,0,0.1749631477,0.4398028803,2.2742522266,4.165625588
KS,Greenwood County,7673,2.9839595496,,0.107823951,0.0781095459,0.539311392,0,1.4990411563,0,0.0630370839,0.1584557133,0.5381807073,2.2587146607
KS,Hamilton County,2670,7.4468874197,,0.2555919799,2.0250302413,0.5451503008,0,2.3273389673,0,0.2010437967,0.5053615118,1.5873706219,4.6211148977
KS,Harper County,6536,5.0478861875,,0.1499596579,1.4970380867,0.5650699488,0.0079087294,1.2771951804,0,0.0402425947,0.1011568801,1.4093151093,2.8279097646
KS,Harvey County,32869,4.486905597,,0.2032787498,1.0650828423,0.4218264006,0,1.7462061511,0,0.1993707907,0.5011553093,0.3499853531,2.7967176042
KS,Haskell County,4307,11.5427042791,,0.1346145795,6.60166504,0.4562891907,0,2.3299580362,0,0.0549374697,0.1380955466,1.8271444164,4.3501354689
KS,Hodgeman County,2085,5.1740717608,,0.1549589842,0.959648997,0.5663208566,0,1.36885053,0,0,0,2.1242923929,3.493142923
KS,Jackson County,12657,2.9679217009,,0.1994740319,0.110010867,0.4989864698,0,1.7696742506,0,0,0,0.3897760816,2.1594503322
KS,Jefferson County,18426,3.3600677215,,0.061598027,0.075589912,0.4920269118,0,2.3685517589,0,0,0,0.3623011118,2.7308528707
KS,Jewell County,3791,5.1169083682,,0.1254387366,0.0209881681,0.6446188104,0,2.1574911076,0,0,0,2.1683715454,4.325862653
KS,Johnson County,451086,3.0421664286,,0.3869521884,0.4351707889,0.4527915632,0.0007297777,1.4233801915,0,0.04635953,0.116533239,0.18024915,1.7665221104
